start_time,end_time,duration,duration_mins,rental_place,return_place,start_lat,start_long,end_lat,end_long,trip_duration_minutes,year,month,hour,weekday,is_peak_hour,is_weekend
2018-01-11 08:35:00+00:00,2018-01-11 08:46:00+00:00,632,10.53,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,11,2018,1,8,Thursday,1,0
2018-01-11 08:35:00+00:00,2018-01-11 08:42:00+00:00,440,7.33,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,7,2018,1,8,Thursday,1,0
2018-01-11 09:02:00+00:00,2018-01-11 09:13:00+00:00,614,10.23,BRIDGE OF ALLAN TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15685,-3.95705,56.14397,-3.92084,11,2018,1,9,Thursday,1,0
2018-01-11 09:06:00+00:00,2018-01-11 09:23:00+00:00,1009,16.82,COMMUNITY HOSPITAL,CASTLE BUSINESS PARK / LOMOND COURT,56.10701,-3.93676,56.1282,-3.96029,17,2018,1,9,Thursday,1,0
2018-01-11 09:28:00+00:00,2018-01-11 09:45:00+00:00,1021,17.02,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,17,2018,1,9,Thursday,1,0
2018-01-11 11:53:00+00:00,2018-01-11 12:02:00+00:00,514,8.57,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,9,2018,1,11,Thursday,0,0
2018-01-11 12:27:00+00:00,2018-01-11 12:29:00+00:00,168,2.8,RAPLOCH COMMUNITY CAMPUS,RAPLOCH COMMUNITY CAMPUS,56.1298,-3.94921,56.1298,-3.94921,2,2018,1,12,Thursday,0,0
2018-01-11 12:27:00+00:00,2018-01-11 12:35:00+00:00,502,8.37,RAPLOCH COMMUNITY CAMPUS,RAPLOCH COMMUNITY CAMPUS,56.1298,-3.94921,56.1298,-3.94921,8,2018,1,12,Thursday,0,0
2018-01-11 12:30:00+00:00,2018-01-11 12:49:00+00:00,1123,18.72,CASTLE BUSINESS PARK / LOMOND COURT,CASTLE BUSINESS PARK / LOMOND COURT,56.1282,-3.96029,56.1282,-3.96029,19,2018,1,12,Thursday,0,0
2018-01-11 13:00:00+00:00,2018-01-11 13:17:00+00:00,971,16.18,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING","COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.14397,-3.92084,56.14397,-3.92084,17,2018,1,13,Thursday,0,0
2018-01-11 13:01:00+00:00,2018-01-11 13:09:00+00:00,523,8.72,THE BACK WALK,TEITH HOUSE,56.11781,-3.93948,56.11289,-3.92586,8,2018,1,13,Thursday,0,0
2018-01-11 13:09:00+00:00,2018-01-11 13:49:00+00:00,2432,40.53,BANNOCKBURN TOWN CENTRE,TRAIN STATION,56.09013,-3.91239,56.11945,-3.93537,40,2018,1,13,Thursday,0,0
2018-01-11 13:23:00+00:00,2018-01-11 13:34:00+00:00,681,11.35,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,11,2018,1,13,Thursday,0,0
2018-01-11 13:23:00+00:00,2018-01-11 13:34:00+00:00,616,10.27,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,11,2018,1,13,Thursday,0,0
2018-01-11 14:28:00+00:00,2018-01-11 14:46:00+00:00,1037,17.28,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,18,2018,1,14,Thursday,0,0
2018-01-11 14:40:00+00:00,2018-01-11 15:00:00+00:00,1186,19.77,CASTLE BUSINESS PARK / LOMOND COURT,COMMUNITY HOSPITAL,56.1282,-3.96029,56.10701,-3.93676,20,2018,1,14,Thursday,0,0
2018-01-11 14:51:00+00:00,2018-01-11 14:59:00+00:00,487,8.12,PORT STREET,MURRAY PLACE,56.11538,-3.93741,56.11901,-3.93656,8,2018,1,14,Thursday,0,0
2018-01-11 15:13:00+00:00,2018-01-11 15:22:00+00:00,547,9.12,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,9,2018,1,15,Thursday,0,0
2018-01-11 15:51:00+00:00,2018-01-11 16:10:00+00:00,1183,19.72,TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14397,-3.92084,19,2018,1,15,Thursday,0,0
2018-01-11 16:04:00+00:00,2018-01-11 16:27:00+00:00,1355,22.58,CASTLE BUSINESS PARK / LOMOND COURT,BRIDGE OF ALLAN TRAIN STATION,56.1282,-3.96029,56.15685,-3.95705,23,2018,1,16,Thursday,1,0
2018-01-11 16:07:00+00:00,2018-01-11 16:24:00+00:00,1022,17.03,PORT STREET,CAUSEWAYHEAD ROUNDABOUT,56.11538,-3.93741,56.13829,-3.92392,17,2018,1,16,Thursday,1,0
2018-01-11 16:56:00+00:00,2018-01-11 17:13:00+00:00,1055,17.58,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,17,2018,1,16,Thursday,1,0
2018-01-11 17:07:00+00:00,2018-01-11 17:15:00+00:00,461,7.68,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,8,2018,1,17,Thursday,1,0
2018-01-11 17:07:00+00:00,2018-01-11 17:19:00+00:00,733,12.22,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,12,2018,1,17,Thursday,1,0
2018-01-11 17:14:00+00:00,2018-01-11 17:25:00+00:00,632,10.53,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,11,2018,1,17,Thursday,1,0
2018-01-11 17:20:00+00:00,2018-01-11 17:39:00+00:00,1121,18.68,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,19,2018,1,17,Thursday,1,0
2018-01-11 17:26:00+00:00,2018-01-11 17:37:00+00:00,679,11.32,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,11,2018,1,17,Thursday,1,0
2018-01-11 17:32:00+00:00,2018-01-11 17:49:00+00:00,1033,17.22,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,17,2018,1,17,Thursday,1,0
2018-01-11 17:53:00+00:00,2018-01-11 18:24:00+00:00,1834,30.57,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",MURRAY PLACE,56.14917,-3.92151,56.11901,-3.93656,31,2018,1,17,Thursday,1,0
2018-01-11 18:03:00+00:00,2018-01-11 18:13:00+00:00,628,10.47,BRIDGE OF ALLAN TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.15685,-3.95705,56.13829,-3.92392,10,2018,1,18,Thursday,1,0
2018-01-11 19:02:00+00:00,2018-01-11 19:12:00+00:00,561,9.35,TRAIN STATION,RAPLOCH COMMUNITY CAMPUS,56.11945,-3.93537,56.1298,-3.94921,10,2018,1,19,Thursday,0,0
2018-01-11 20:07:00+00:00,2018-01-11 20:15:00+00:00,445,7.42,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,8,2018,1,20,Thursday,0,0
2018-01-12 01:45:00+00:00,2018-01-12 02:00:00+00:00,927,15.45,BANNOCKBURN TOWN CENTRE,TRAIN STATION,56.09013,-3.91239,56.11945,-3.93537,15,2018,1,1,Friday,0,0
2018-01-12 06:42:00+00:00,2018-01-12 06:52:00+00:00,624,10.4,BRIDGE OF ALLAN,OLD STIRLING BRIDGE,56.15297,-3.94723,56.12954,-3.93506,10,2018,1,6,Friday,0,0
2018-01-12 07:46:00+00:00,2018-01-12 07:57:00+00:00,692,11.53,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN TRAIN STATION,56.13829,-3.92392,56.15685,-3.95705,11,2018,1,7,Friday,1,0
2018-01-12 08:02:00+00:00,2018-01-12 08:11:00+00:00,502,8.37,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,9,2018,1,8,Friday,1,0
2018-01-12 08:11:00+00:00,2018-01-12 08:28:00+00:00,1034,17.23,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,17,2018,1,8,Friday,1,0
2018-01-12 08:28:00+00:00,2018-01-12 08:37:00+00:00,580,9.67,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,9,2018,1,8,Friday,1,0
2018-01-12 08:28:00+00:00,2018-01-12 08:40:00+00:00,702,11.7,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,12,2018,1,8,Friday,1,0
2018-01-12 08:34:00+00:00,2018-01-12 09:12:00+00:00,2264,37.73,BANNOCKBURN TOWN CENTRE,CAUSEWAYHEAD ROUNDABOUT,56.09013,-3.91239,56.13829,-3.92392,38,2018,1,8,Friday,1,0
2018-01-12 08:35:00+00:00,2018-01-12 08:45:00+00:00,552,9.2,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,10,2018,1,8,Friday,1,0
2018-01-12 08:35:00+00:00,2018-01-12 08:42:00+00:00,424,7.07,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,7,2018,1,8,Friday,1,0
2018-01-12 08:38:00+00:00,2018-01-12 08:47:00+00:00,536,8.93,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,9,2018,1,8,Friday,1,0
2018-01-12 08:58:00+00:00,2018-01-12 09:15:00+00:00,1042,17.37,PORT STREET,FORTH VALLEY COLLEGE,56.11538,-3.93741,56.133,-3.96113,17,2018,1,8,Friday,1,0
2018-01-12 09:00:00+00:00,2018-01-12 09:24:00+00:00,1410,23.5,BORESTONE ROUNDABOUT,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10034,-3.93702,56.14397,-3.92084,24,2018,1,9,Friday,1,0
2018-01-12 09:05:00+00:00,2018-01-12 09:20:00+00:00,901,15.02,COMMUNITY HOSPITAL,CASTLE BUSINESS PARK / LOMOND COURT,56.10701,-3.93676,56.1282,-3.96029,15,2018,1,9,Friday,1,0
2018-01-12 09:16:00+00:00,2018-01-12 09:38:00+00:00,1322,22.03,BANNOCKBURN TOWN CENTRE,RAPLOCH COMMUNITY CAMPUS,56.09013,-3.91239,56.1298,-3.94921,22,2018,1,9,Friday,1,0
2018-01-12 09:27:00+00:00,2018-01-12 09:35:00+00:00,470,7.83,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,8,2018,1,9,Friday,1,0
2018-01-12 09:49:00+00:00,2018-01-12 10:03:00+00:00,829,13.82,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,14,2018,1,9,Friday,1,0
2018-01-12 09:50:00+00:00,2018-01-12 09:58:00+00:00,442,7.37,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,8,2018,1,9,Friday,1,0
2018-01-12 11:29:00+00:00,2018-01-12 11:52:00+00:00,1371,22.85,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",TRAIN STATION,56.14917,-3.92151,56.11945,-3.93537,23,2018,1,11,Friday,0,0
2018-01-12 12:58:00+00:00,2018-01-12 13:20:00+00:00,1334,22.23,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,22,2018,1,12,Friday,0,0
2018-01-12 13:18:00+00:00,2018-01-12 13:37:00+00:00,1113,18.55,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,19,2018,1,13,Friday,0,0
2018-01-12 13:18:00+00:00,2018-01-12 13:37:00+00:00,1097,18.28,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,19,2018,1,13,Friday,0,0
2018-01-12 13:40:00+00:00,2018-01-12 14:04:00+00:00,1450,24.17,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",MURRAY PLACE,56.14397,-3.92084,56.11901,-3.93656,24,2018,1,13,Friday,0,0
2018-01-12 14:36:00+00:00,2018-01-12 15:01:00+00:00,1529,25.48,TRAIN STATION,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14917,-3.92151,25,2018,1,14,Friday,0,0
2018-01-12 14:36:00+00:00,2018-01-12 15:01:00+00:00,1505,25.08,TRAIN STATION,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14917,-3.92151,25,2018,1,14,Friday,0,0
2018-01-12 14:41:00+00:00,2018-01-12 15:02:00+00:00,1264,21.07,CASTLE BUSINESS PARK / LOMOND COURT,COMMUNITY HOSPITAL,56.1282,-3.96029,56.10701,-3.93676,21,2018,1,14,Friday,0,0
2018-01-12 15:34:00+00:00,2018-01-12 15:51:00+00:00,1029,17.15,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,17,2018,1,15,Friday,0,0
2018-01-12 15:42:00+00:00,2018-01-12 15:51:00+00:00,567,9.45,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,9,2018,1,15,Friday,0,0
2018-01-12 15:46:00+00:00,2018-01-12 16:00:00+00:00,873,14.55,FORTH VALLEY COLLEGE,MURRAY PLACE,56.133,-3.96113,56.11901,-3.93656,14,2018,1,15,Friday,0,0
2018-01-12 15:51:00+00:00,2018-01-12 16:08:00+00:00,991,16.52,OLD STIRLING BRIDGE,BRIDGE OF ALLAN,56.12954,-3.93506,56.15297,-3.94723,17,2018,1,15,Friday,0,0
2018-01-12 16:50:00+00:00,2018-01-12 17:02:00+00:00,712,11.87,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,12,2018,1,16,Friday,1,0
2018-01-12 16:58:00+00:00,2018-01-12 17:16:00+00:00,1044,17.4,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,18,2018,1,16,Friday,1,0
2018-01-12 16:59:00+00:00,2018-01-12 17:06:00+00:00,446,7.43,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,7,2018,1,16,Friday,1,0
2018-01-12 17:07:00+00:00,2018-01-12 17:16:00+00:00,595,9.92,MURRAY PLACE,THE PEAK,56.11901,-3.93656,56.1182,-3.91407,9,2018,1,17,Friday,1,0
2018-01-12 17:14:00+00:00,2018-01-12 17:31:00+00:00,980,16.33,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14917,-3.92151,56.1298,-3.94921,17,2018,1,17,Friday,1,0
2018-01-12 17:26:00+00:00,2018-01-12 17:33:00+00:00,426,7.1,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,7,2018,1,17,Friday,1,0
2018-01-12 17:34:00+00:00,2018-01-12 17:45:00+00:00,677,11.28,BRIDGE OF ALLAN TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.15685,-3.95705,56.13829,-3.92392,11,2018,1,17,Friday,1,0
2018-01-12 18:05:00+00:00,2018-01-12 18:12:00+00:00,430,7.17,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,7,2018,1,18,Friday,1,0
2018-01-12 18:06:00+00:00,2018-01-12 18:17:00+00:00,661,11.02,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,11,2018,1,18,Friday,1,0
2018-01-12 18:37:00+00:00,2018-01-12 18:48:00+00:00,635,10.58,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,11,2018,1,18,Friday,1,0
2018-01-12 18:39:00+00:00,2018-01-12 19:01:00+00:00,1307,21.78,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",TRAIN STATION,56.14917,-3.92151,56.11945,-3.93537,22,2018,1,18,Friday,1,0
2018-01-12 19:27:00+00:00,2018-01-12 19:35:00+00:00,469,7.82,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,8,2018,1,19,Friday,0,0
2018-01-12 19:52:00+00:00,2018-01-12 20:05:00+00:00,793,13.22,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",CAUSEWAYHEAD ROUNDABOUT,56.14397,-3.92084,56.13829,-3.92392,13,2018,1,19,Friday,0,0
2018-01-13 09:43:00+00:00,2018-01-13 09:53:00+00:00,599,9.98,BRIDGE OF ALLAN,OLD STIRLING BRIDGE,56.15297,-3.94723,56.12954,-3.93506,10,2018,1,9,Saturday,1,1
2018-01-13 12:51:00+00:00,2018-01-13 13:08:00+00:00,1031,17.18,BRIDGE OF ALLAN,OLD STIRLING BRIDGE,56.15297,-3.94723,56.12954,-3.93506,17,2018,1,12,Saturday,0,1
2018-01-13 12:52:00+00:00,2018-01-13 13:08:00+00:00,973,16.22,BRIDGE OF ALLAN,OLD STIRLING BRIDGE,56.15297,-3.94723,56.12954,-3.93506,16,2018,1,12,Saturday,0,1
2018-01-13 13:39:00+00:00,2018-01-13 13:51:00+00:00,687,11.45,BORESTONE ROUNDABOUT,PORT STREET,56.10034,-3.93702,56.11538,-3.93741,12,2018,1,13,Saturday,0,1
2018-01-13 14:09:00+00:00,2018-01-13 14:31:00+00:00,1307,21.78,BANNOCKBURN TOWN CENTRE,TRAIN STATION,56.09013,-3.91239,56.11945,-3.93537,22,2018,1,14,Saturday,0,1
2018-01-13 15:37:00+00:00,2018-01-13 15:51:00+00:00,845,14.08,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,14,2018,1,15,Saturday,0,1
2018-01-13 15:38:00+00:00,2018-01-13 15:52:00+00:00,829,13.82,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,14,2018,1,15,Saturday,0,1
2018-01-13 17:01:00+00:00,2018-01-13 17:10:00+00:00,513,8.55,RAPLOCH COMMUNITY CAMPUS,TRAIN STATION,56.1298,-3.94921,56.11945,-3.93537,9,2018,1,17,Saturday,1,1
2018-01-13 17:03:00+00:00,2018-01-13 17:34:00+00:00,1887,31.45,OLD STIRLING BRIDGE,TRAIN STATION,56.12954,-3.93506,56.11945,-3.93537,31,2018,1,17,Saturday,1,1
2018-01-13 17:05:00+00:00,2018-01-13 17:10:00+00:00,287,4.78,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",CAUSEWAYHEAD ROUNDABOUT,56.14397,-3.92084,56.13829,-3.92392,5,2018,1,17,Saturday,1,1
2018-01-13 17:05:00+00:00,2018-01-13 17:09:00+00:00,197,3.28,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING","ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14917,-3.92151,56.14893,-3.9066,4,2018,1,17,Saturday,1,1
2018-01-13 17:11:00+00:00,2018-01-13 17:24:00+00:00,765,12.75,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,13,2018,1,17,Saturday,1,1
2018-01-13 17:11:00+00:00,2018-01-13 17:24:00+00:00,761,12.68,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,13,2018,1,17,Saturday,1,1
2018-01-13 17:15:00+00:00,2018-01-13 17:21:00+00:00,324,5.4,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14893,-3.9066,56.14917,-3.92151,6,2018,1,17,Saturday,1,1
2018-01-13 18:28:00+00:00,2018-01-13 18:46:00+00:00,1079,17.98,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,18,2018,1,18,Saturday,1,1
2018-01-13 18:30:00+00:00,2018-01-13 18:47:00+00:00,991,16.52,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,17,2018,1,18,Saturday,1,1
2018-01-13 18:31:00+00:00,2018-01-13 18:46:00+00:00,935,15.58,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,15,2018,1,18,Saturday,1,1
2018-01-13 18:32:00+00:00,2018-01-13 18:46:00+00:00,840,14,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,14,2018,1,18,Saturday,1,1
2018-01-13 19:25:00+00:00,2018-01-13 19:41:00+00:00,955,15.92,OLD STIRLING BRIDGE,BRIDGE OF ALLAN,56.12954,-3.93506,56.15297,-3.94723,16,2018,1,19,Saturday,0,1
2018-01-13 19:25:00+00:00,2018-01-13 19:41:00+00:00,946,15.77,OLD STIRLING BRIDGE,BRIDGE OF ALLAN,56.12954,-3.93506,56.15297,-3.94723,16,2018,1,19,Saturday,0,1
2018-01-13 20:15:00+00:00,2018-01-13 20:36:00+00:00,1272,21.2,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,21,2018,1,20,Saturday,0,1
2018-01-13 20:15:00+00:00,2018-01-13 20:32:00+00:00,1030,17.17,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,17,2018,1,20,Saturday,0,1
2018-01-13 20:16:00+00:00,2018-01-13 20:32:00+00:00,957,15.95,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,16,2018,1,20,Saturday,0,1
2018-01-13 20:19:00+00:00,2018-01-13 20:37:00+00:00,1062,17.7,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,18,2018,1,20,Saturday,0,1
2018-01-13 22:36:00+00:00,2018-01-13 22:51:00+00:00,906,15.1,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",PORT STREET,56.14917,-3.92151,56.11538,-3.93741,15,2018,1,22,Saturday,0,1
2018-01-13 23:24:00+00:00,2018-01-13 23:48:00+00:00,1406,23.43,PORT STREET,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14917,-3.92151,24,2018,1,23,Saturday,0,1
2018-01-14 10:24:00+00:00,2018-01-14 10:38:00+00:00,826,13.77,OLD STIRLING BRIDGE,BRIDGE OF ALLAN,56.12954,-3.93506,56.15297,-3.94723,14,2018,1,10,Sunday,0,1
2018-01-14 12:06:00+00:00,2018-01-14 12:21:00+00:00,915,15.25,TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.11945,-3.93537,56.13829,-3.92392,15,2018,1,12,Sunday,0,1
2018-01-14 12:28:00+00:00,2018-01-14 12:57:00+00:00,1731,28.85,PORT STREET,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14917,-3.92151,29,2018,1,12,Sunday,0,1
2018-01-14 13:38:00+00:00,2018-01-14 13:49:00+00:00,646,10.77,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,11,2018,1,13,Sunday,0,1
2018-01-14 14:33:00+00:00,2018-01-14 14:47:00+00:00,878,14.63,TRAIN STATION,BRIDGE OF ALLAN,56.11945,-3.93537,56.15297,-3.94723,14,2018,1,14,Sunday,0,1
2018-01-14 17:24:00+00:00,2018-01-14 17:33:00+00:00,517,8.62,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,9,2018,1,17,Sunday,1,1
2018-01-14 17:24:00+00:00,2018-01-14 17:33:00+00:00,573,9.55,THE PEAK,THE PEAK,56.1182,-3.91407,56.1182,-3.91407,9,2018,1,17,Sunday,1,1
2018-01-14 18:35:00+00:00,2018-01-14 18:39:00+00:00,213,3.55,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING","ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14917,-3.92151,56.14893,-3.9066,4,2018,1,18,Sunday,1,1
2018-01-14 18:51:00+00:00,2018-01-14 18:55:00+00:00,224,3.73,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14893,-3.9066,56.14917,-3.92151,4,2018,1,18,Sunday,1,1
2018-01-14 21:46:00+00:00,2018-01-14 21:58:00+00:00,742,12.37,CAUSEWAYHEAD ROUNDABOUT,TRAIN STATION,56.13829,-3.92392,56.11945,-3.93537,12,2018,1,21,Sunday,0,1
2018-01-15 07:33:00+00:00,2018-01-15 07:41:00+00:00,451,7.52,COMMUNITY HOSPITAL,TRAIN STATION,56.10701,-3.93676,56.11945,-3.93537,8,2018,1,7,Monday,1,0
2018-01-15 07:45:00+00:00,2018-01-15 07:57:00+00:00,715,11.92,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN TRAIN STATION,56.13829,-3.92392,56.15685,-3.95705,12,2018,1,7,Monday,1,0
2018-01-15 07:54:00+00:00,2018-01-15 07:55:00+00:00,81,1.35,RAPLOCH COMMUNITY CAMPUS,RAPLOCH COMMUNITY CAMPUS,56.1298,-3.94921,56.1298,-3.94921,1,2018,1,7,Monday,1,0
2018-01-15 07:56:00+00:00,2018-01-15 08:14:00+00:00,1086,18.1,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,18,2018,1,7,Monday,1,0
2018-01-15 08:24:00+00:00,2018-01-15 08:32:00+00:00,482,8.03,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,8,2018,1,8,Monday,1,0
2018-01-15 08:44:00+00:00,2018-01-15 08:55:00+00:00,699,11.65,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,11,2018,1,8,Monday,1,0
2018-01-15 08:45:00+00:00,2018-01-15 08:58:00+00:00,817,13.62,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,13,2018,1,8,Monday,1,0
2018-01-15 09:06:00+00:00,2018-01-15 09:21:00+00:00,901,15.02,COMMUNITY HOSPITAL,CASTLE BUSINESS PARK / LOMOND COURT,56.10701,-3.93676,56.1282,-3.96029,15,2018,1,9,Monday,1,0
